Review,Date posted,Reference url
"https://autoexpert.com.au/posts/2wd-vs-awd-how-to-choose-the-right-suvIf you do mostly city driving and do not off-road, save your money.",2019-Jul-8,whrl.pl/RfoB8E
"If youre transporting bikes and want roof racks, you'll need to get the gxl as a minimum",2019-Jul-8,whrl.pl/RfoCak
Gamilon writes...The wife is generally doesn't care about cars and is pretty hard on wheels & body panels so would rather spend the money on something else.Sounds exactly like my situation haha Also why I went the GX as it has all the safety features and why I skipped the Honda CRV and other similar cars.,2019-Jul-8,whrl.pl/RfoCFA
"Thanks for all the replies.I think the GX might be all that we need, as the extras on the GLX are not that important to me. I will probably add a tow bar to carry bikes. Just still not sure if we should go with the AWD. I know that there is an extra electric motor on the rear wheels in a AWD, just can’t find any info on whether that translates into better performance, or it only works when there is a loss of traction in the front wheels. May be worthwhile to have in the unlikely event that I need to tow a trailer.Will go to a dealer to have a look over the next few weeks.",2019-Jul-8,whrl.pl/RfoCLx
"Brissie writes...Does it get more power and torque than the 2WD/FWD model, and accelerate faster?Yes. There is separate electric motor in the rear which kicks in during acceleration. Youtube videos seem to place 0-100km/h for the hybrid AWD in the low to high 7's, whilst the FWD is high 7's to low 8's, roughly half a second slower.This coupled with better traction on loose and/or slippery surfaces plus the extra towing make it worth the extra money IMO.If however you're just going to drive it like a hatchback then probably better off saving the money.",2019-Jul-8,whrl.pl/RfoCLB
Anyone notice the drivers foot rest doesn't feel solid. In any old car if there is a foot rest it will be a solid piece of plastic but the one in the RAV feels squishy and squeeks. Apart from that everything else is well built. Anyone else notice?,2019-Jul-8,whrl.pl/RfoCO2
Driver6M writes...Anyone notice the drivers foot rest doesn't feel solid. In any old car if there is a foot rest it will be a solid piece of plastic but the one in the RAV feels squishy and squeeks. Apart from that everything else is well built. Anyone else notice?Drivers foot rests have resulted in many severely broken legs during crashes.Modern drivers foot rests (if they're even present at all) are designed to collapse in the event of a crash. Theoretically if you stomp on it really hard this will cause the same result.The same principal is applied to the steering column so you don't get impaled.,2019-Jul-8,whrl.pl/RfoCTQ
Viper writes...If however you're just going to drive it like a hatchback then probably better off saving the money.Yeah I am not sure why people need a SUV that they can floor off the lights without too much wheel spin if that's what you are after you should get a hot hatch lol =PThe RAV4 is a family car its basically a higher ride wagon. Heck all the car purchase paperwork calls it a wagon =P,2019-Jul-8,whrl.pl/RfoCW9
Vyviel writes...Yeah I am not sure why people need a SUV that they can floor off the lightsBetter acceleration also translates into faster and therefore safer overtaking on highways when road-tripping with the family.It also translates to better grip when accelerating from a standstill and out of tight corners in the wet.Likewise less chance of losing control on gravel and less chance of getting bogged when pushing the limits of soft-off-roading (which can also apply to school and sport pick-up/drop-off in muddy/sandy/mulched ground after jumping a big curb that others couldn't/wouldn't to find a place to park).SUV's definitely have a different use-case to hatchbacks if you get one with decent clearance and AWD: They become more than just a heavier and more expensive version of the hatch they're based on but with a taller driving position. They start to bridge the gap between 4WD wagon and hatch (which was originally the whole point of them).,2019-Jul-8,whrl.pl/RfoCXZ
Vyviel writes...Yeah I am not sure why people need a SUV that they can floor off the lights without too much wheel spin if that's what you are after you should get a hot hatch lol =PDon't need to floor it to get wheelspin off the lights in the wet. My old Mazda 6 would break traction easily in the wet as it had a decent amount of torque.,2019-Jul-8,whrl.pl/RfoC9p
Vyviel writes...Yeah I am not sure why people need a SUV that they can floor off the lights without too much wheel spin if that's what you are after you should get a hot hatch lol =PIt's been demonstrated that the RAV4 AWD system does very little during hard acceleration from a standing start.AWD doesn't provide any extra driving safety in onroad situations.  ABS and ESP/ESc are far more important,2019-Jul-8,whrl.pl/RfoDa9
"richardJF writes...It's been demonstrated that the RAV4 AWD system does very little during hard acceleration from a standing start.Not doubting this, but where can I find this info as it is contrary to the other claim that the AWD version accelerates faster than the 2WD version?  I am not concerned about the safety aspect and I don’t believe AWD is necessarily safer than FWD.",2019-Jul-8,whrl.pl/RfoDco
"richardJF writes...It's been demonstrated that the RAV4 AWD system does very little during hard acceleration from a standing start.That was the previous generation.This generation is infinitely more effective (because the old one did virtually nothing).Check out the Youtube page which does ""roller tests"". They do a back-to-back comparison of the old and the new. The 2019 hybrid AWD is able to climb out of 2x front wheel rollers using the rears (whereas the old model couldn't). You can also see the rears spinning almost all of the time at a similar speed to the fronts when they put the rollers on the sides (whereas the old model didn't even spin the rears most of the time).There's another Youtube video showing how the system works when accelerating at speed around a gravel corner. The hybrid doesn't provide as much power at the rear as the mechanical AWD equipped ""Edge"" version, but it still is noticeable (unlike the previous version).AWD doesn't provide any extra driving safety in onroad situations.This is completely wrong. Simply put, for the same level of torque output, AWD vehicles have less torque going to any individual wheel, which means it is harder for that vehicle to break traction and potentially lose control during acceleration. Yes ESC/ESP/TC will intervene is such a situation, but sometimes that's too late.FYI I have owned both a FWD turbo vehicle and full-time AWD turbo vehicle. If I tried to accelerate out of corners in my FWD as quickly as I used to in my AWD I would be leaving the road, even with all of the various systems doing their best to keep me on it. They can only do so much.",2019-Jul-8,whrl.pl/RfoDc4
"Looking to buy a Cruiser 2WD Petrol, what is the price I should ask for?Or it is better to wait for the Hybrid one, but looks like the delivery time is over 3 months.",2019-Jul-8,whrl.pl/RfoDec
Are we talking about a Rav or a performance vehicle?If only do city driving and got money to throw away buy the AWD version.Take a 2wd and AWD for a spin... you will notice nothing different in the way it drives. 0-100 times are both 8 sec.,2019-Jul-8,whrl.pl/RfoDjZ
"Viper writes...That was the previous generation.This generation is infinitely more effective (because the old one did virtually nothing).I also saw a youtube where he took it offroad. From a standing start in the dirt all 4 wheels were putting power down. And was powersliding around a corner, so newest model seems to work a bit better sending power to the rear.",2019-Jul-8,whrl.pl/RfoDkm
"Forza writes...Take a 2wd and AWD for a spin... you will notice nothing different in the way it drives. 0-100 times are both 8 sec.Planning to do that, but if this the case then most likely I will get the 2WD.",2019-Jul-8,whrl.pl/RfoDo7
Anyone bought one with nutmeg interior?My current car is black leather so looking for a different interior colour for a change. But I have kids so not sure if it will look more stained after a while.Looking at getting cruiser hybrid AWD. Need AWD as we go to the snow every year for skiing.,2019-Jul-8,whrl.pl/RfoDFd
"Anyone bought one with nutmeg interior?I have one coming, it does not arrive until mid October!",2019-Jul-9,whrl.pl/RfoDZw
Here is a new video about the hybrid awd.https://youtu.be/Vdjb8CrAA6w,2019-Jul-9,whrl.pl/RfoD0W
"I like the two tone paint work with the black roof, wish we had that option.On another note, how long does it take after a cold start before the car can be powered by the electric motor alone? I have read that if most of the trips are very short (less than 5 km), there is not much fuel saving with the hybrid when the engine and fluids are still being warmed up.",2019-Jul-9,whrl.pl/RfoD1R
"Brissie writes...I have read that if most of the trips are very short (less than 5 km), there is not much fuel saving with the hybrid when the engine and fluids are still being warmed up.The fuel use on a petrol engine would be pretty horrendous too for 5 minute only trips.",2019-Jul-9,whrl.pl/RfoD2W
You probably couldnt charge the battery often enough for 5km trips. A plug in hybrid would be better for that,2019-Jul-9,whrl.pl/RfoD7d
"Brissie writes...I have read that if most of the trips are very short (less than 5 km), there is not much fuel saving with the hybrid when the engine and fluids are still being warmed up.Thats a good reason to just pocket the $2000 extra a hybrid costs and stick to the petrol model. That money should cover any extra fuel costs you had over the next few years. How many km do you do a year? maybe 5000?For really short trips you need full electric or a plug in hybrid to be worth it.",2019-Jul-9,whrl.pl/RfoD9x
"Enjoying the thread, but hard to find any WA pricing people are getting :)",2019-Jul-9,whrl.pl/RfoEdH
"Vyviel writes...How many km do you do a year? maybe 5000?Actually more than that, 13000-14000 I think. Some trips will be longer, few days a week in peak hour stop tart traffic to and back from work, about 8km each way. Also many shorter trips though.  My wife is in and out of the house very frequently.I also like the fact that the hybrid has more power than the petrol model.",2019-Jul-9,whrl.pl/RfoEfT
Forza writes...0-100 times are both 8 sec.Explain this then:Both videos get ~7.5s. And there's plenty more examples. The AWD version is generally ~0.5s faster.https://www.youtube.com/watch?v=-7C-kGmYPw8https://www.youtube.com/watch?v=-7C-kGmYPw8Also to those assuming the new model is the same as the old model (hybrid AWD capability):https://www.youtube.com/watch?v=llramhpjPAwhttps://www.youtube.com/watch?v=Vdjb8CrAA6w,2019-Jul-9,whrl.pl/RfoEf7
"Brissie writes...On another note, how long does it take after a cold start before the car can be powered by the electric motor alone? I have read that if most of the trips are very short (less than 5 km), there is not much fuel saving with the hybrid when the engine and fluids are still being warmed up.Camry hybrid owner here.My answer is that it depends on how cold it is and how hard you start driving straight away. If you start the car then hop on the freeway it is going to be warmed up pretty quickly. This is a very non technical view but I think most cars like the temperature gauge to sit at 50%, whatever that may be, and the software will control the car to cool or heat to keep it sitting there.Keep in mind though that the process of warming up itself will generate electricity which is stored in the battery and which can be used by the car later, so you get a loss when you transfer the energy from Organic (Petrol) via combustion to kinetic  and via generation back to electrical, but the energy after that percentage loss is used by the hybrid system later (with another loss when it is transferred to kinetic energy via the electric engine)The Hybrid wont be powered by electricity only until the car is comfortable that it is sufficiently warm AND the desired acceleration is low AND there is sufficient or excess energy in the battery.",2019-Jul-9,whrl.pl/RfoEhe
"muzzamo writes...On another note, how long does it take after a cold start before the car can be powered by the electric motor alone? I have read that if most of the trips are very short (less than 5 km), there is not much fuel saving with the hybrid when the engine and fluids are still being warmed up.We just took one for a test drive and the engine turned off after a couple of mins idling in the dealer car park whilst the saleswomen explained a few things. This was the first time it had been turned on that morning (we rocked up at 8am) and the minimum that morning was 6 degrees.",2019-Jul-9,whrl.pl/RfoEhz
Viper writes...Explain this then:Both videos get ~7.5s. And there's plenty more examples. The AWD version is generally ~0.5s faster.It’s quoted that the rear motor is on demand:https://www.carsguide.com.au/car-reviews/toyota-rav4-hybrid-74572So perhaps it only comes on during full acceleration or when there is a slip with the front wheels? But I don’t get why the 4WD has only 3 additional KW compared to the 2WD when it has an additional 40kw motor in the rear.,2019-Jul-9,whrl.pl/RfoElk
So are there any compelling reasons to pay the premium for the hybrid version as opposed to normal petrol ICE?Also is it true that the RAV-4 doesn't have some of the newer tech things seen in the Hyundais etc?(I don't know specifically just what a recent Hyundai buyer told me),2019-Jul-9,whrl.pl/RfoEm9
"Brissie writes...So perhaps it only comes on during full acceleration or when there is a slip with the front wheels?Yea that's right. Hard acceleration and front slip. Also the trail button is meant to activate it more often and more aggressively (among other changes).But I don’t get why the 4WD has only 3 additional KW compared to the 2WD when it has an additional 40kw motor in the rear.My guess is that the battery is already at its max discharge rate (battery longevity and heat generation). So for the most part it is diverting power that would have gone to the front and sending it to the rear.The quicker time may be due to the FWD version holding back some of the torque as it gets off the line (very common these days in high power cars) to maintain traction (it does have ~425Nm combined, hence the need for a mechanical LSD), whereas the AWD diverts some of that torque to the rears and hence doesn't need restricting off the line to keep the fronts under control. Just a guess but it is very logical.",2019-Jul-9,whrl.pl/RfoEnC
VladTepes writes...So are there any compelling reasons to pay the premium for the hybrid version as opposed to normal petrol ICE?2.0L petrol engine vs 2.5L petrol engine plus an electric motor with the power of a 1.6L and torque of a 2.0L petrol engine. The difference in acceleration between the two is night and day.Not to mention the obvious fuel savings.,2019-Jul-9,whrl.pl/RfoEn0
Plus resale would probably be better on the hybridb,2019-Jul-9,whrl.pl/RfoEn9
Thanks.,2019-Jul-9,whrl.pl/RfoErX
"Viper writes...Just a guess but it is very logical.Thanks, sounds logical.Personally I would pay $2.5k for the hybrid just for the extra power alone.",2019-Jul-9,whrl.pl/RfoExn
"I have been told my build date is August with delivery in September. However my order tracking system via web apps.toyota.com.au says “Scheduled for production: To be confirmed”Anyone have any idea, from their experience, when would the webbapps tracking page update to show the build month?Would appreciate only those with experience reply to this query – I’ve had too many “self entitled experts” answer my queries before with no experience and no basis – sorry people I just want to cut down on waffle and fluff – apologies in advance if this sounds too straightforward.",2019-Jul-9,whrl.pl/RfoEGh
"Been quoted following (Perth, WA):GLX 2.0 Petrol AutoPearl whiteFloor matsTank of fuel$38,500 driveaway incl. 12 months rego, stamp duty etc.The car will be used around town for wife and new baby.Interested to see what other offers are out there.",2019-Jul-9,whrl.pl/RfoE4O
"Viper writes...Explain this then:Both videos get ~7.5s. And there's plenty more examples. The AWD version is generally ~0.5s faster.Motoring sites (not YouTube) have all stated around the 8 sec mark , 2wd and awd. Also stretching the truth with generally 0.5 faster, not from what I have read (0.3 max which is nothing).By the way latest  wheels mag has below numbers:Awd 8.0Fwd 7.9",2019-Jul-9,whrl.pl/RfoE6n
"Forza writes...Motoring sites (not YouTube) have all stated around the 8 sec mark , 2wd and awd. Also stretching the truth with generally 0.5 faster, not from what I have read (0.3 max which is nothing).By the way latest  wheels mag has below numbers:Awd 8.0Fwd 7.9Good for them. As SHOWN, they're wrong.Stop reading and start watching.",2019-Jul-9,whrl.pl/RfoE7Z
"Explain this then:Both videos get ~7.5s. And there's plenty more examples. The AWD version is generally ~0.5s faster.Motoring sites (not YouTube) have all stated around the 8 sec mark , 2wd and awd. Also stretching the truth with generally 0.5 faster, not from what I have read (0.3 more like it which is nothing).From what I’ve seen in POV YouTube videos so far, it’s between 8-8.3 seconds. My other car is a 3.8L V6 Holden Commodore and it does 8 seconds flat.Based on the test drive of a Rav4 Cruiser AWD Hybrid, compared to my Commodore, the RAV4 pulls harder from zero then eases off towards the 100kmph mark.Pretty impressive from a hybrid.I also tested the 2WD hybrid. The pull and acceleration is equally as impressive, but I felt quite a bit of torque steer even on dry road and had to fight the steering wheel a bit during hard acceleration. The difference of not having an extra 2 wheels made a bit of a difference there.",2019-Jul-9,whrl.pl/RfoE9b
"Ha ha :)All good, prefer not to get my facts from coolcarspov or eurocarguy. Enjoy watching YouTube.",2019-Jul-9,whrl.pl/RfoE9e
Wrrr writes...I also tested the 2WD hybridGood to hear about your first hand experience.,2019-Jul-9,whrl.pl/RfoFcN
"Forza writes...All good, prefer not to get my facts from coolcarspov or eurocarguy. Enjoy watching YouTube.*When people deny something happened, even though there are multiple video-recorded sources proving that it did...*Some of those same Magazines also recorded the Forester as getting around 9.9s, whilst many others got low 9's (including Subaru). I guess everyone else was wrong/lying *shrugs*.Anyway, does anyone know why the Rav4 in Aus is lower than in the US?They get 213/218mm for the non-Edge (Adventure) and Edge versions respectively, whereas we get 190/195mm.It might not seem like much, but given the average car has around 150mm clearance, the change in difference relative to a normal car is actually quite large.",2019-Jul-9,whrl.pl/RfoFfB
"Viper writes...*When people deny something happened, even though there are multiple video-recorded sources proving that it did...*Some of those same Magazines also recorded the Forester as getting around 9.9s, whilst many others got low 9's (including Subaru). I guess everyone else was wrong/lying *shrugs*.Have not denied anything happening or accused anyone of lying, as mentioned prefer not to get my facts off YouTube unless from reliable source like performance drive or similar YouTube is full of 0-100 times fwd and awd all with varying times.",2019-Jul-9,whrl.pl/RfoFkA
Great YouTube review of the RAV4 hybrids offroad abilities/ limitations. Best offroad review so far that I’ve found:https://m.youtube.com/watch?v=Vdjb8CrAA6w,2019-Jul-9,whrl.pl/RfoFHt
"Forza writes...Have not denied anything happening or accused anyone of lying, as mentioned prefer not to get my facts off YouTube unless from reliable source like performance drive or similarYouTube is full of 0-100 times fwd and awd all with varying times.You can watch it on YouTube, with  review they can write whatever they want , I’m talking about 0-100 time",2019-Jul-9,whrl.pl/RfoFNp
"Viper writes...Both videos get ~7.5s. And there's plenty more examples. The AWD version is generally ~0.5s faster.From both those videos I'm getting ~8 secs. Remember, all speedos overread so you need to stop the timer a little later.Still pretty good considering the weight.",2019-Jul-9,whrl.pl/RfoFTY
"stevengo83 writes...Remember, all speedos overreadOur RAV4 is actually spot on, tested with a few different methods now",2019-Jul-10,whrl.pl/RfoF5X
Can a tow bar be fitted? I want to be able to carry some bikes.,2019-Jul-10,whrl.pl/RfoF7v
Brissie writes...Can a tow bar be fitted? I want to be able to carry some bikes.What do you think?   You need to ask. ?,2019-Jul-10,whrl.pl/RfoF8E
Marlin writes...Here is a new video about the hybrid awd.That's the best one yet on the awd's capabilities. Fairly impressed tbh.  Would have liked to see some soft sand and mud to round out the review,2019-Jul-10,whrl.pl/RfoGbY
"Hi, when did you pay the deposit? I paid in late June, the sales told me it might be built in August, but still no news so far.",2019-Jul-10,whrl.pl/RfoGb6
"Steven_ZZZ writes...Hi, when did you pay the deposit? I paid in late June, the sales told me it might be built in August, but still no news so far.I ordered my Cruiser AWD on May 24, originally told Aug 25 delivery but it's yet to be allocated a production date (Order tracker shows 'Planned production month: Still to be confirmed'). Dealer (who probably knows more) said that he thought it would be an August build but didn't know when it would reach him.",2019-Jul-10,whrl.pl/RfoGdA
My order for the AWD Cruiser was placed on May 24.My pickup date is August 19. Confirmed,2019-Jul-10,whrl.pl/RfoGgL
"Steven_ZZZ writes...Hi, when did you pay the deposit? I paid in late June, the sales told me it might be built in AugustOriginally, I ordered 3 days after launch (GXL 2WD Hybrid) and was given an August build projection.  Nothing was confirmed for weeks, despite constant requests.I then received an email saying that the production problems (braking regen?) were mainly to do with the 2WD and my production date was pushed to November!  Obviously not happy, the dealer I was with 'just wondered' if the AWD H was an option (in my colour) as they had one of those on the way.   I raised the issue of the ridiculous waiting times for the ordered car and expected a 'great deal' on the incoming stock option.The dealer stepped up!  Not only did I get (IMO) about $2K more for my trade than I expected but an additional $2K off the RRP for the GXL AWD H.  I only asked for the mats and the boot mat (which is really top quality too BTW).Having driven only 500km so far, it's obviously not a completely 'informed' opinion, but I'm loving it.  Who knew radar cruise was a God send?  Lane keep assist takes some getting used to, but it's amazing as well.  I haven't owned a CVT before, even though this is my 23rd car.  I'm impressed! Although, I'm coming most recently from a KL Cherokee 3.2L and that was the worst car I've ever owned.  Never, ever again.  Anyway, no more gear hunting (which is a novelty for me :-D).I've a mix of freeway and city driving, probably 60/40 (although the freeway is a carpark sometimes) and I'm sitting on 5.9L/100.  I'm still on the original tank of fuel with an estimated 380km remaining.  So the target will be between 850 and 900k's for the tank. Again, coming from the Jeep, this is outstanding.No one has mentioned the headlights.  Damn!  It may as well be a night match at the G.  They. Are. So. Bright!  Automatic High Beam is accurate and brilliant.  The room in the back is outstanding for the size.  Again, smashes the Jeep out of the park.  Headroom, Leg room and the rear seats recline and lock in just enough too in case someone wants to have a nap.I can not relate to anyone's problem with noise inside the cabin.  Maybe all of my 22 other cars (6 of which were new) were just noisy buggers.  The Rav is probably one of the quietest cars I've had.  I'm looking forward the Android Auto / CarPlay update towards the end of the year, but this will be a bonus as I've got everything I need anyway with the system the way it is.I've not 'scored' a car before, but for comparative purposes if the Jeep was a generous 4, then the Rav is easily an 8 – 9.   Best change in vehicle I've made in recent years.",2019-Jul-10,whrl.pl/RfoGno
Ive been finding the road noise on coarse highways is a tad high. Maybe its just because the wind and engine noise is minimal compared to my previous dual cab. But you can definitely notice the tire roar.Couldn't compare it to other suvs back to back so im not sure how it is against the competition.,2019-Jul-10,whrl.pl/RfoGoe
"Feathers writes..., I ordered 3 days after launch (GXL 2WD Hybrid)You may not have jd the chance to drive in the wet as yet, but how noticeable is the torque steer or wheel spin?",2019-Jul-10,whrl.pl/RfoGHH
"Brissie writes...how noticeable is the torque steer or wheel spin?Not really rained in Melbourne since I picked it up, which means it's stayed clean! ????. I'm hardly a led foot but there's no wheel spin that I've felt. Just impressive acceleration. It leaves most traffic back at the lights, surprisingly so.",2019-Jul-10,whrl.pl/RfoGI9
Feathers writes...but there's no wheel spin that I've felt. Just impressive accelerationGood to know,2019-Jul-10,whrl.pl/RfoGJ1
"I have a FWD Hybrid and have only experienced wheel spin once; when in wet conditions, I was turning right with a quick take off into fast moving traffic.",2019-Jul-10,whrl.pl/RfoGKf
"Brissie writes...You may not have jd the chance to drive in the wet as yet, but how noticeable is the torque steer or wheel spin?We test drove an AWD model in the wet and didn't get any slip at all (though didn't plant it too hard in the corners).Even the FWD should have minimal slip given the cars come with a mechanical LSD. This will stop the inside wheel lighting up.By comparison a family member used to own a ~2010 Rav4 with the FWD 2.4L manual power-train and that thing would brake traction off the lights in a straight line in the dry after the clutch had been completely engaged! I've never experienced anything like it. An absolute pig of a car.",2019-Jul-10,whrl.pl/RfoGL7
Foghorn17 writes...have a FWD Hybrid and have only experienced wheel spin once; when in wet conditionsWhat tyres are standard issue on the Rav4?,2019-Jul-11,whrl.pl/RfoJRt
"GiveItaWhirl writes...What tyres are standard issue on the Rav4?Extraordinary, all the talk of acceleration, wheel spin, handling and whatnot, and no one knows the make (and therefore some insight into characteristics) of the OEM tyres........sort of dumbs down the conversation.....",2019-Jul-12,whrl.pl/RfoK3z
"GiveItaWhirl writes...Extraordinary, all the talk of acceleration, wheel spin, handling and whatnot,With the rain the last few days, I've no new opinion to share.  I've not had any wheel spin to speak of.  In viewing the power distribution though, I have noticed the rear motor engage a little more (with the wet roads).  Likely helping alleviate any slippage.The tyres on mine (GXL AWDH) are Bridgestone Alenza (H/L33) – 225/60R18.  Can't say I've heard of 'Alenza' before, but I don't have any complaints.",2019-Jul-12,whrl.pl/RfoK70
Feathers writes...The tyres on mine (GXL AWDH) are Bridgestone AlenzaSame on our FWDH. The only minor complaint I have is they are noisey but that could also be attributed to the overall quietness of the vehicle in general,2019-Jul-12,whrl.pl/RfoLc2
mpk- writes...is they are noiseyDefinitely do not have these thoughts....,2019-Jul-12,whrl.pl/RfoLdH
"Feathers writes...The tyres on mine (GXL AWDH) are Bridgestone Alenza (H/L33) – 225/60R18Thanks very much, it's good to know. The blurb from the Bridgestone site follows.https://www.bridgestonetyres.com.au/alenza-001Bridgestone Alenza 001Designed for luxury SUVs, these SUV tyres are exclusively engineered to maximise the potential on both wet and dry roads in confidence and comfort.Offering high-level braking performance, outstanding tyre life, and enhanced grip on wet and dry roads, Bridgestone Alenza tyres are best for SUVs and are engineered to deliver a dynamic and luxurious driving experience.•Superb riding comfort and excellent steering performance•Excellent safety in both wet and dry conditions•Engineered to provide long wear life",2019-Jul-12,whrl.pl/RfoLfI
mpk- writes...Same on our FWDH. The only minor complaint I have is they are noiseyYeah ive found them noisey. Louder than my all terrains on the 4x4,2019-Jul-12,whrl.pl/RfoLkd
"With the hybrid being very quite, does it have a reversing beeper?",2019-Jul-13,whrl.pl/RfoNq3
Slic writes...does it have a reversing beeperNope.  Not the Australian versions anyway.,2019-Jul-13,whrl.pl/RfoNv6
"Slic writes...With the hybrid being very quite, does it have a reversing beeper?Not hard to get one fitted though.",2019-Jul-13,whrl.pl/RfoNKi
I see there is a 10 year guarantee on the hybrid battery if it gets an annual service/checkup. Presumably this is included in the $210 annual service?,2019-Jul-14,whrl.pl/RfoO41
"bazl writes...I see there is a 10 year guarantee on the hybrid battery if it gets an annual service/checkup. Presumably this is included in the $210 annual service?This is what I was told when I asked a sales rep;$210 only for the first five years only, however, this does not include the ""Annual hybrid health check"" which is an extra $144?$500 per year from years  6 -10.Was also advised that a replacement battery at the 10 year mark would be approx. $4k",2019-Jul-14,whrl.pl/RfoO6H
"Slic writes...Was also advised that a replacement battery at the 10 year mark would be approx. $4kOuch.I wonder what the replacement of the CVT would be?The AWD also probably has a couple of $K at some stage........(diffs etc)but that's all good, just normal wear and tear for the 'pleasure'.",2019-Jul-14,whrl.pl/RfoO8a
Don't stress too much and just enjoy your new car.  10y hybryd owner here and counting and no issue with mine.,2019-Jul-14,whrl.pl/RfoO8K
GiveItaWhirl writes...The AWD also probably has a couple of $K at some stage........(diffs etc)Well theres no rear diff,2019-Jul-14,whrl.pl/RfoPbR
"Slic writes...Was also advised that a replacement battery at the 10 year mark would be approx. $4kEven if this is necessary you'll almost certainly have saved more than this in fuel, as well as probably not having to replace disk pads or rotors, depending on your driving style.",2019-Jul-14,whrl.pl/RfoPcM
"Menco writes...Well theres no rear diffIs there a centre one?, I don't know..., or is it just even more expensive 'diff' electric motors at the corners?",2019-Jul-14,whrl.pl/RfoPek
DockTony writes...Even if this is necessary you'll almost certainly have saved more than this in fuelThat is a lot of fuel.........,2019-Jul-14,whrl.pl/RfoPep
Why worry about replacing the CVT? It has no belts and will probably outlast the car,2019-Jul-14,whrl.pl/RfoPrt
"Driver6M writes...Why worry about replacing the CVT? It has no beltsI for one won't be 'worrying' but for the sake of accuracy........https://www.carfax.com/blog/CVT-pros-and-cons""A conventional automatic transmission uses a complex series of gears to send the engine’s power to the wheels. But a CVT has no gears at all. Instead, it uses a pair of variable-width pulleys that are connected by a belt.""https://www.carsales.com.au/editorial/details/new-toyota-corolla-to-repair-reputation-of-cvts-111550/""After getting up to speed, the transmission switches from a toothed mechanism to a belt-style system.""I believe the Corolla and RAV share the same CVT",2019-Jul-15,whrl.pl/RfRIV4
"GiveItaWhirl writes...The AWD also probably has a couple of $K at some stage........(diffs etc)Menco writes...Well theres no rear diffGiveItaWhirl writes...Is there a centre one?, I don't know..., or is it just even more expensive 'diff' electric motors at the corners?The Edge (petrol only AWD) has a tail-shaft with a center diff, along with 2 clutch packs in the rear axle for torque vectoring.The Hybrid AWD models however have no tail-shaft. The rear axle is exclusively powered by the addition of a single rear motor (40kW 121Nm).",2019-Jul-15,whrl.pl/RfRI2a
"GiveItaWhirl writes...I believe the Corolla and RAV share the same CVTOnly for the fleet/rental-focused 2.0L power-train.This system effectively uses a single ""1st"" gear from a conventional torque converter, after which it switches over to the CVT. This ""hybrid gearbox"" helps to alleviate the ""hesitation"" that is experienced off the line with CVT's.However this gearbox is absent from the other models.The Hybrid has no need for it as the electric motor(s) fill in the low end with large amounts of instantaneous torque, whilst the 2.5L non-hybrid version (many more models use this power-train in the North American market) has an 8-speed torque converter, as this power-train option is aimed more at off-roading and driver engagement.",2019-Jul-15,whrl.pl/RfRI3y
"This is what I was told when I asked a sales rep;$210 only for the first five years only, however, this does not include the ""Annual hybrid health check"" which is an extra $144?$500 per year from years 6 -10.Was also advised that a replacement battery at the 10 year mark would be approx. $4kSo is this annual service cost for the Hybrid?1-5 years – $210 plus $1445+ years – 500 bucks plus $144",2019-Jul-15,whrl.pl/RfRJrc
"GiveItaWhirl writes...it uses a pair of variable-width pulleys that are connected by a beltThe transmission in Toyota's hybrids is a 'CVT' but shares almost nothing in common with a regular CVT. It is a bit complex to explain how it works but here is a linkhttps://en.m.wikipedia.org/wiki/Hybrid_Synergy_DriveIt's basically a big set of planetary gears that ties in the engine, two electric motors and output shaft. No belts needed, the difference in speeds/direction of the engine and two motors creates the gear ratios. Historically their system is very reliable",2019-Jul-15,whrl.pl/RfRJvE
"jacknomiz writes...So is this annual service cost for the Hybrid?1-5 years – $210 plus $1445+ years – 500 bucks plus $144It is my understanding that the battery check starts at 5 years, then annual in order to achieve the 10 year guarantee.  From the Toyota site: 'Hybrid Health Checks are done annually beginning from the year five service then each year thereafter for warranty coverage up to 10 years, which is incorporated in your routine maintenance, so no need for an extra trip to the CMI Toyota Service Centre'.On a totally different topic, does anyone have a link that shows the Nutmeg interior option?  Blowed if I can find it anywhere (apart from overseas shots, but I think that they have a different arrangement).  Thanks",2019-Jul-15,whrl.pl/RfRJTv
Does anyone know if you can remote start the Rav .,2019-Jul-15,whrl.pl/RfRJYG
tigger08 writes...Does anyone know if you can remote start the Rav .You can’t,2019-Jul-15,whrl.pl/RfRJ1x
"Re the Nutmeg Interior.We had ordered nutmeg and the Dealer (who is very straight-up) strongly recommended against it, warning that it would harm residuals.  Two days later, I got into a Kluger with the nutmeg interior (which is actually an awful beige/brown) and instantly called dealer to change order to black.A truly unpleasant colour, when seen in real life!",2019-Jul-15,whrl.pl/RfRKjp
Is the Kluger the same interior colour? It’s called flaxen on it,2019-Jul-15,whrl.pl/RfRKky
I was thinking about getting the nutmeg interior as our current car has black and I’m bit over it. But really want to see it in person before I make that decision,2019-Jul-16,whrl.pl/RfRKOn
"Same here.  The closest that I have been able to get, is here:https://cmitoyota.dealer.toyota.com.au/customise/rav4/cruiser/awd/3X385603A/SPEC_000866#3X385603ALA40070",2019-Jul-16,whrl.pl/RfRK9P
I was thinking about getting the nutmeg interior as our current car has black and I’m bit over it. But really want to see it in person before I make that decisionNutmeg interior is probably the same practical like white leather car seats  :),2019-Jul-16,whrl.pl/RfRLod
